filename,genre,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,mfcc_mean_14,mfcc_std_14,mfcc_mean_15,mfcc_std_15,mfcc_mean_16,mfcc_std_16,mfcc_mean_17,mfcc_std_17,mfcc_mean_18,mfcc_std_18,mfcc_mean_19,mfcc_std_19,mfcc_mean_20,mfcc_std_20
blues.00020.wav,blues,-230.42657,54.645504,127.100525,19.935543,7.145355,24.487257,39.784317,13.249691,1.9449425,10.760222,17.40534,10.012038,-5.639429,8.914257,8.25213,8.327552,-18.104383,7.745546,13.842513,8.527893,-3.760913,8.461935,2.5718598,8.635147,-4.3208055,7.9143233,6.8123913,7.8676,-6.159839,7.7892566,-6.2154546,7.0458207,-4.5115924,7.26744,-1.8506043,8.523207,-0.5394865,9.7045555,1.504397,8.595275
blues.00021.wav,blues,-264.67847,79.659164,138.85834,31.658894,11.156023,35.838104,48.538254,19.26861,14.895925,15.755783,20.584368,11.40654,3.205142,10.956984,1.262588,10.222084,-15.847021,9.767315,15.986576,9.229901,3.3616717,8.8989725,-1.5137409,8.480931,1.892155,8.370804,6.3119216,8.279677,-0.99486226,9.066076,-2.4167242,9.464651,-3.6847513,9.694317,0.4993973,10.922235,5.050747,10.852341,-0.7867031,12.190392
blues.00022.wav,blues,-233.85751,80.59228,136.17209,30.97792,3.2713182,34.091278,48.931213,19.602709,8.685134,17.44671,13.97951,12.861816,5.3548675,10.272586,0.39087018,11.302638,-13.504575,12.309769,16.856106,9.099174,5.130938,10.696426,-2.2318802,8.792097,3.9640331,8.120822,5.318362,9.128711,0.8122657,10.052718,-1.0979141,8.963112,-4.539752,8.870395,-2.434786,10.018896,3.313449,10.920519,-0.6142795,11.97588
blues.00023.wav,blues,-227.26886,64.407616,137.7307,22.50393,-14.493466,35.303543,63.555702,14.52175,5.612641,12.356342,11.98464,9.678051,1.885552,10.130399,-1.8633765,9.341697,-7.6205554,9.878339,-2.4471745,9.883728,-2.8867247,10.202049,-9.429529,9.378918,-10.923913,10.746888,3.5625575,8.305822,4.137706,8.779295,0.09554375,6.7268453,-2.9725447,8.175537,-1.378875,9.086503,7.541176,9.666952,-3.0374627,8.606777
blues.00024.wav,blues,-274.31186,76.93624,130.41371,22.375292,-6.3928003,36.63964,70.405014,17.646696,13.269141,15.1845045,9.461284,12.469622,7.7256403,11.023466,-1.2474906,12.256719,-0.5775883,9.70369,-2.3025885,8.300184,3.783147,8.762743,0.08482328,8.577574,-0.93943614,11.257425,2.2965147,7.948856,4.2883782,8.345617,-1.6618618,6.9223866,-10.444595,7.0067477,-6.7975335,6.278752,-1.066052,6.6526833,-1.5959948,9.138178
blues.00025.wav,blues,-249.2894,63.097847,130.98703,18.39497,0.67739,39.751873,66.68578,17.279259,17.897806,13.54569,4.623737,13.16553,6.5983086,9.820876,1.24905,9.916266,1.4163893,8.703126,-1.579142,9.580453,-0.9626631,10.0616665,-3.5719955,9.229387,-2.9279814,9.29168,4.596818,7.9050574,7.478901,9.577049,-0.18313698,10.029368,-2.8253267,9.348755,-2.6788447,8.793169,0.7485471,8.717638,-0.5342602,8.226057
blues.00026.wav,blues,-284.69736,78.72231,108.8052,26.004622,9.088283,38.027424,51.22274,17.19745,18.091757,14.505344,7.612261,13.483986,8.779499,11.017855,2.362829,10.154079,0.005786057,9.670384,2.2509663,10.304088,4.2050996,9.183078,-3.293317,9.884418,1.6082983,8.278565,2.6657817,8.6039915,3.3244853,9.557657,3.2600794,10.747012,-4.558311,11.710986,0.47801903,10.28702,5.9297876,11.854821,3.2283401,13.026426
blues.00027.wav,blues,-228.25066,53.045006,130.3444,26.254774,-23.29129,30.45399,70.1721,19.922174,1.1422709,13.483706,7.6024475,12.392956,0.90993816,10.015294,1.9782512,9.411504,-6.167008,7.8687525,-9.396024,9.273236,-2.5628407,10.388402,-4.5228944,7.6830554,-0.26295036,8.23643,0.17933396,7.5543666,-1.5074474,8.90211,1.4652513,8.974135,-6.9718475,8.062835,-8.32218,9.584707,4.2389526,10.943593,0.98148614,11.4906435
blues.00028.wav,blues,-248.98674,70.45575,139.0672,19.95378,-16.2825,34.153843,57.117985,18.137451,20.192654,12.5826235,10.188038,11.546414,4.5439763,11.243721,0.3312791,10.879306,-7.8779507,8.35849,-3.4479153,8.276775,-2.646489,8.910005,-2.8313823,8.167048,-0.9021666,9.771069,-2.4017205,7.4166226,2.567503,7.891943,-5.855444,6.8160906,-12.398049,7.473594,-7.310066,6.1257963,-0.9439507,6.974168,-2.6873753,9.312645
blues.00029.wav,blues,-233.75082,60.73033,101.178276,29.759796,17.649765,19.37721,23.733782,14.810775,2.0820305,15.089253,25.941927,11.64793,-16.958853,18.422504,15.098037,10.653247,-22.278717,9.919083,4.3951244,11.071766,-23.207405,12.938664,-6.057174,9.040496,-5.068858,8.996856,1.0673933,9.997812,-5.7853684,9.428632,-8.311131,9.17986,-11.389136,9.916581,-6.7279487,9.83148,-10.025587,8.5985365,-14.032895,8.824236
blues.00030.wav,blues,-206.96808,44.998665,117.792984,27.640547,23.23588,16.772326,28.297827,16.167501,-1.1239153,13.964349,18.862036,12.688659,-21.949682,14.560503,17.849985,11.72113,-25.585644,14.150613,2.1299253,10.150413,-17.794416,8.543368,-8.015903,7.771043,-17.607277,8.536092,-8.139437,9.254873,-8.648127,10.739602,-15.528326,9.264425,-15.317337,8.839042,-9.66383,9.863529,-10.0986805,7.4347496,-17.833735,9.539692
blues.00031.wav,blues,-221.83113,50.119884,110.83949,24.21455,18.616821,13.784725,30.920137,13.439664,3.295923,14.88303,22.587362,10.032215,-20.416351,17.846128,12.118737,10.704249,-26.350498,10.423561,-4.367485,10.114692,-26.413198,11.338236,-13.045098,10.3709955,-12.654766,12.0964155,-1.8243437,9.751993,-7.258695,10.529498,-6.661085,10.440178,-14.686605,10.160801,-11.720062,10.763692,-11.023768,10.889058,-13.388403,9.9305935
blues.00032.wav,blues,-288.8077,72.8932,105.89604,28.811167,18.777039,20.835323,23.710392,18.487328,5.711881,19.508598,25.549088,12.826236,-13.47376,15.1079,12.428973,11.214013,-11.942033,13.991224,1.5714257,11.506952,-15.635912,11.23659,-6.6506157,9.026455,-11.713253,10.104417,-2.9383886,10.261639,-7.3725805,9.061206,-15.697483,7.3844423,-10.9741535,7.8258543,-10.8895445,6.7085514,-18.505476,7.477589,-19.103352,8.683188
blues.00033.wav,blues,-239.03807,56.806374,108.65722,28.653454,34.15189,16.713604,30.23917,17.37024,-0.47574344,15.392647,27.292637,11.857561,-21.379398,16.936935,14.150509,11.793535,-24.510178,10.83934,-1.8840464,13.388098,-28.050291,11.275903,-11.25665,9.364659,-16.47693,9.511205,-7.637185,8.889134,-12.799122,7.962122,-15.357241,9.055611,-13.729804,11.879879,-7.3977785,8.2939415,-10.089319,8.393451,-13.291538,9.376072
blues.00034.wav,blues,-217.23868,59.990208,105.792366,23.115158,15.617071,18.933636,25.256382,14.815605,-1.4402742,14.70071,30.18982,10.843642,-17.71522,14.958716,17.318172,11.252166,-27.209526,10.59742,4.339167,13.319506,-20.059492,10.741461,-10.695945,8.423242,-14.220667,10.2477865,-5.1562176,9.113313,-3.473266,10.062026,-6.189413,8.158462,-15.326928,10.775943,-6.845921,9.668399,-9.82767,9.530916,-13.943093,9.638111
blues.00035.wav,blues,-171.8102,44.066055,120.280624,26.339233,15.327534,16.410706,21.090452,12.1079235,-5.419299,13.230187,24.189468,10.922334,-24.138222,12.067552,18.551985,10.033207,-22.348906,11.810193,1.3031795,10.757241,-20.763931,8.2519865,-4.9888506,9.02465,-17.118929,9.299758,-7.886533,7.933983,-15.30893,6.5858765,-9.351313,7.037621,-8.913868,6.5554423,-8.525088,7.5642586,-14.333636,7.5584908,-19.933723,6.9754405
blues.00036.wav,blues,-200.19609,53.639206,116.34013,22.017796,18.00621,14.098095,25.313564,17.055521,0.29173443,13.399639,24.192476,9.99952,-22.255907,17.523314,11.186425,9.751172,-26.848732,9.858025,-7.6384597,10.522113,-24.889929,11.091403,-12.015525,9.940616,-17.017954,8.813387,-8.120277,9.186008,-11.956443,8.930819,-12.609149,9.784341,-14.181588,9.709867,-8.206693,9.467732,-15.028046,8.095962,-10.327059,9.702635
blues.00037.wav,blues,-328.68088,86.36875,102.71113,25.157715,19.895552,26.520039,26.732681,13.050382,7.151481,15.905884,22.704802,15.76667,-6.9743266,14.4408,12.781994,12.450975,-10.7257805,12.59991,-0.4336611,9.147375,-12.373165,10.48921,-8.907053,10.537226,-9.2401085,11.236177,-9.106373,11.556875,-9.001113,13.733203,-7.6363454,13.930094,-7.1891537,12.578861,-9.366816,13.279711,-4.469685,11.937344,-3.6831248,13.265839
blues.00038.wav,blues,-192.69382,56.739044,111.18816,27.56909,21.37331,17.267372,26.392143,15.827249,-0.6483752,13.802648,23.48088,13.057931,-25.470795,10.97177,16.924429,11.921766,-16.979984,13.807707,5.79015,9.874645,-25.725246,9.267196,-5.045352,8.560281,-17.632244,9.009292,-7.9208665,7.599789,-15.150279,9.779815,-12.345927,8.140284,-17.235107,8.47281,-7.7819333,8.196815,-13.042012,8.71113,-17.948874,7.6850114
blues.00039.wav,blues,-301.70715,71.19023,111.53472,24.37523,21.896408,17.374683,16.14818,15.562968,8.19624,16.855888,22.085075,11.763415,-8.614954,16.760614,1.4815573,11.000077,-17.084373,10.639834,-8.345809,10.656773,-17.013063,10.321919,-10.57562,9.448168,-15.689096,8.853007,-12.605565,9.092191,-12.253903,9.54308,-14.553244,12.045946,-10.10251,11.945543,-5.785535,8.875916,-7.775144,9.422666,-7.1861954,11.727061
blues.00040.wav,blues,-110.284325,35.878113,90.705605,15.167055,-2.5283113,15.0864725,74.052734,10.682729,-11.746768,10.651399,39.214577,8.131296,-13.1743,9.294344,20.531588,7.0995426,-17.167608,6.857616,12.827254,9.664527,-21.434446,6.412121,5.952132,7.0075226,-8.032604,6.8647223,4.243276,6.7987924,-16.482641,5.825399,6.545287,5.9532557,-5.6936355,6.292524,-3.6378522,6.023805,-4.857603,6.9476113,1.8532672,6.785187
blues.00041.wav,blues,-107.18975,37.677284,88.47057,19.470879,-4.177788,18.012087,55.48549,11.380266,-8.01038,10.343913,38.416542,8.398808,-6.402575,9.457869,28.576523,9.260255,-19.820787,7.405511,13.252739,11.172143,-19.239794,8.289798,12.076225,7.2397523,-4.583088,7.539093,3.789716,6.886679,-16.9937,6.371404,11.624961,6.272177,-7.362244,6.5991173,-3.657815,8.045523,-7.1791234,7.5075345,1.9747294,6.813668
blues.00042.wav,blues,-159.56772,49.402905,69.78482,15.499964,-4.39188,22.704235,76.851135,10.563346,3.9159086,10.905473,45.167534,6.404392,-4.867353,7.6270676,32.200516,6.7155423,-9.796341,8.270694,7.812512,8.185381,-21.826967,8.5084715,9.68244,6.3728476,-2.5915892,8.91886,3.3045378,8.886941,-14.970442,8.193774,10.232262,9.053178,-4.08953,8.207473,-5.8507586,9.799273,-2.470001,12.817007,6.6611314,10.446841
blues.00043.wav,blues,-109.194984,46.979744,100.62705,15.189344,-8.620549,19.57143,47.36422,9.1129265,-6.559237,9.474176,39.620792,9.614017,-8.523994,9.541743,29.564737,6.400323,-16.583515,7.653522,13.170685,10.657838,-24.20932,6.421553,6.5919027,7.9370227,-8.641899,6.5860963,4.917566,6.2334113,-15.442783,6.21961,1.5376118,6.20933,-6.739273,6.686439,1.4151819,8.71334,-3.9658139,6.364548,3.2878773,8.257393
blues.00044.wav,blues,-109.53234,28.748568,86.9265,15.097681,-8.624988,16.685371,64.4895,9.073116,-6.306033,7.424357,43.64582,6.2325554,-8.293101,7.187097,28.546427,7.4103127,-14.08159,8.81322,8.136634,9.246449,-21.490425,8.340617,11.086615,9.750324,-5.0944667,9.564591,3.9787703,8.298535,-12.864777,7.267037,12.342426,7.829472,0.020586587,8.559997,-0.7392394,7.5042186,-5.13045,9.798366,3.3071303,9.623665
blues.00045.wav,blues,-163.24313,25.894104,89.78488,14.411772,12.977459,11.619854,80.69248,6.583356,3.6667745,5.7342224,39.74513,6.231464,-5.4003787,6.6294436,26.49867,5.619318,-13.163736,6.1616793,2.7070131,5.993094,-20.552906,6.2388144,6.0071893,6.1441875,-2.9081323,7.0898404,-0.43483505,5.6559606,-17.545372,6.2337303,4.154168,5.653897,-5.9900985,6.005536,-7.8620358,5.65389,-8.565295,5.641363,1.8571713,6.544448
blues.00046.wav,blues,-182.66501,47.64554,90.68653,21.247242,14.118146,16.351315,67.55459,13.175603,2.6876104,10.841653,38.431614,8.112805,-8.420627,12.129936,24.123554,8.499423,-13.787512,7.736543,4.8449693,7.6656685,-16.676622,6.6674166,5.823079,6.515848,-5.1492887,7.040258,0.19378847,5.9955125,-14.486603,6.341234,6.864802,5.52321,-4.4448314,6.3371925,-2.9868774,5.11617,-4.8211694,5.9737935,5.399324,6.859735
blues.00047.wav,blues,-149.97588,33.248043,93.640755,13.940579,6.336243,13.134135,71.51115,9.87239,-8.113177,9.827999,36.21202,6.243899,-9.784972,7.15745,17.641598,8.127805,-21.119005,7.441288,-0.12590306,8.030063,-22.20099,6.3848066,5.435663,5.9211693,-7.4677796,6.4879336,-4.3329644,6.376143,-12.409764,5.592808,9.624794,6.8175635,-5.02424,6.1832814,-3.7063131,6.7732773,2.3359406,7.3213186,4.1622434,6.601189
blues.00048.wav,blues,-106.34815,38.921463,102.64147,16.337152,-20.172258,19.256971,59.37521,11.132086,-9.967279,11.407001,33.70612,7.72154,-14.182176,10.855754,23.516735,9.680226,-13.329085,7.8783393,16.026072,8.864678,-18.923176,7.872163,7.8317666,8.304169,-7.8003836,7.1171713,4.0504375,7.334733,-11.348732,6.1036744,2.0717623,6.8545103,-5.7422748,5.674427,0.46529803,8.110833,-1.9167938,8.079482,-3.1317525,6.827466
blues.00049.wav,blues,-255.97383,56.268208,110.82752,25.847937,21.460573,18.763063,67.588135,14.287946,4.2883115,14.052718,43.11846,9.076972,-4.508348,8.623626,10.442597,8.7017565,-8.718592,10.130153,1.6548898,8.96156,-20.58779,8.327671,-2.430674,7.7540817,-7.144061,8.128005,-11.172762,7.7128367,-12.612459,6.5505137,2.7417226,7.133616,-8.942421,7.72463,-7.946157,7.6939955,-2.3538344,8.3893175,-0.71479535,9.092851
blues.00050.wav,blues,-83.00168,50.086,107.06744,17.731567,-25.32368,18.459555,57.122074,14.294721,0.08129864,11.751493,34.708904,8.546209,-11.047215,10.087645,20.53328,7.2216797,-11.220151,7.8038473,14.839782,7.6935725,-10.229966,6.6168017,12.542858,7.102965,-9.772627,6.7176075,2.560521,6.720517,-6.298749,6.825884,3.0084887,5.8169093,-8.717001,6.22794,-0.32524619,7.5466413,-2.9847343,6.5135,0.7146168,7.454405
blues.00051.wav,blues,-55.59663,31.829872,114.95122,17.848873,-37.06935,14.322847,64.90438,8.300191,-7.164943,9.678401,15.254703,10.725654,-16.23533,9.887148,18.643576,8.827359,-9.752286,8.275676,21.46539,8.566148,-5.6520977,8.486259,12.78424,9.965743,-16.537031,7.4745545,3.797079,7.361072,-7.8952417,7.6017647,8.47764,7.5050526,-4.0678988,6.8635826,3.2060173,7.0841236,-5.1801424,7.3961473,-1.2800465,7.6160398
blues.00052.wav,blues,-225.30031,88.708855,117.64152,25.920029,-14.544607,28.568796,64.80238,13.206562,12.931657,17.741417,19.029236,15.860204,10.688534,14.028731,9.883124,10.623294,-2.382837,10.08331,11.688009,8.108187,1.5453439,7.8905387,3.0493674,7.7054734,-7.628483,7.394865,-8.961092,9.345339,-4.3512707,7.1590085,-0.06528475,6.9420276,-2.5532408,6.8312407,-3.436927,9.5627365,-3.8674521,9.723206,1.3170228,9.079399
blues.00053.wav,blues,-76.75777,53.91492,105.77048,20.797628,-43.208836,19.769321,60.950108,20.19015,-8.791272,14.2785225,21.246782,11.005673,-12.877674,12.86428,18.621216,12.1974535,-11.3991165,7.5521464,14.550057,8.861442,-6.057421,8.304399,12.74034,8.029878,-9.374367,7.406716,1.3606244,8.014502,-3.6204464,7.5576897,7.0045776,6.6829615,-4.0630016,7.7833443,-0.2688595,7.2532043,-3.7049413,7.387239,-0.4966115,7.5396895
blues.00054.wav,blues,-58.0011,41.790462,109.01412,21.27297,-36.218388,17.445034,64.04036,12.273864,1.4301568,13.40582,26.315119,9.352259,-17.482681,12.2768545,20.431017,7.7694035,-9.543072,7.6444077,18.177134,7.9606586,-6.057144,7.8374734,13.878274,7.9798007,-11.297565,6.5353885,4.668999,7.6937366,-6.410602,6.157158,3.2177243,6.5110335,-8.079231,5.783521,-1.7114851,6.5795527,-5.424766,5.931164,-2.5814133,6.1998897
blues.00055.wav,blues,-98.69757,57.74339,104.80117,18.436836,-35.10867,18.689377,60.695045,16.873322,-2.839327,12.452478,22.231003,11.219764,-7.8374567,10.403761,19.03072,10.220307,-11.578803,7.167099,17.021759,10.253882,-5.387352,7.6049805,12.199111,8.244773,-9.960819,7.627303,0.35878804,7.4434967,-4.2613454,6.5871425,6.1379223,6.65705,-4.8302402,7.547618,1.4995236,6.596515,-1.4942467,8.363634,3.5056384,6.3524013
